year, track_id, track_artist, track_name
1927,TRIRAUG128F930A296,Blind Blake,Southern Rag
1927,TRNFVEL128F424ADF4,Blind Blake,Southern Rag
1927,TRUHHCX12903CE6903,Blind Blake,That Will Never Happen No More
1927,TROOEIN128F92E3A50,Blind Blake,He's In The Jailhouse Now
1927,TRGXCUK12903CB6245,Blind Lemon Jefferson,Shuckin' Sugar Blues
1927,TRHWUJK128F4267AA7,Blind Lemon Jefferson,Hot Dogs
1927,TRRENLB128F429F3BF,Blind Lemon Jefferson,Booger Rooger Blues
1927,TRBOZBV128F4236286,Blind Lemon Jefferson,See That My Grave's Kept Clean
1927,TRFUSZS128F429F3C1,Blind Lemon Jefferson,Bad Luck Blues
1927,TRIWTNK128F4267A9F,Blind Lemon Jefferson,Easy Rider Blues
1927,TRAUSMF12903CE71E5,Blind Lemon Jefferson,Wartime Blues
1927,TRPMNYG128F4236278,Blind Lemon Jefferson,Weary Dogs Blues
1927,TRTXYHZ128F4267AA9,Blind Lemon Jefferson,Struck Sorrow Blues
1927,TRUVHPI12903CB59AA,Blind Lemon Jefferson,Bad Luck Blues
1927,TRLSCIF128F428AB35,Blind Lemon Jefferson,Bad Luck Blues
1927,TRVAEKO128F423626F,Blind Lemon Jefferson,Booger Rooger Blues
1927,TRDNZVS128F428AB36,Blind Lemon Jefferson,Broke And Hungry
1927,TRXTZAK128F423626D,Blind Lemon Jefferson,Broke And Hungry
1927,TRAGJGZ128F421EE19,Blind Willie McTell,Writing Paper Blues
1927,TRSBSEA12903CAB6D0,Frank Crumit,Wake Nicodemus
1927,TREJDHY128F931CA7B,Frankie Trumbauer,Singin' The Blues
1927,TRTIPKQ128F933E6A0,Furry Lewis,Falling Down Blues
1927,TRTSWFU128F9312152,Furry Lewis,Big Chief Blues
1927,TREYFBC128F42BCDCA,Furry Lewis,Big Chief Blues
1927,TRVVEUV128F424D41C,Furry Lewis,Big Chief Blues
1927,TRDJRJJ128F427E129,Furry Lewis,Big Chief Blues
1927,TRFADTM12903CB158C,Hoagy Carmichael,Stardust
1927,TRTIJBZ128F429E72F,Hoagy Carmichael,Stardust
1927,TRVVWXI128F92DDEE7,Hoagy Carmichael,Stardust
1927,TRVKNTT12903CB1558,Hoagy Carmichael,One Night In Havana
1927,TRNZQTU12903D0D5E5,Joe Venuti_ Eddie Lang,Goin' Places
1927,TRSQOAZ12903D0DC58,Joe Venuti_ Eddie Lang,Doin' Things
1927,TRJXTGU128F9359B68,Lucille Bogan,Coffee Grindin' Blues
1927,TRSOTHY128F932C6C5,Lucille Bogan,Pot Hound Blues
1927,TRACBWQ128F92F2B91,Ma Rainey,Ma Rainey's Black Bottom
1927,TRVRUNB128F424C900,Ma Rainey,Ma Rainey's Black Bottom
1927,TRQENSJ128F4280CEB,Papa Charlie Jackson,Fat Mouth Blues
1927,TRPWVXS128F4280DD3,Papa Charlie Jackson,Skoodle-Um-Skoo
1927,TRUUHXS128F4280D0E,Papa Charlie Jackson,Bright Eyes
1927,TROOSYC128F4280D13,Papa Charlie Jackson,Blue Monday Morning Blues
1927,TRKZJTP128F4280D04,Papa Charlie Jackson,Look Out Papa Don't Tear Your Pants
1928,TRXOHOD128F9306A56,Bessie Smith,Me And My Gin
1928,TRHYOOF12903CE46EB,Big Bill Broonzy,Big Bill Blues
1928,TRWQJRX128F933EC13,Blind Lemon Jefferson,See That My Grave Is Kept Clean
1928,TRGBHIB128F427E183,Blind Lemon Jefferson,Prison Cell Blues
1928,TRIJPWN128F4236299,Blind Lemon Jefferson,How Long How Long
1928,TRVFJLH128F4236290,Blind Lemon Jefferson,Prison Cell Blues
1928,TRMFIVP128F426F112,Blind Willie Johnson,Mother's Children Have A Hard Time
1928,TRFPCQD12903CF21B7,Blind Willie Johnson,It's Nobody's Fault But Mine
1928,TRZJHDD128F92E373C,Blind Willie Johnson,It's Nobody's Fault but Mine
1928,TRNWTUU128F92FD45C,Blind Willie Johnson,It's Nobody's Fault But Mine
1928,TRTAEUJ128F426D6D2,Blind Willie Johnson,Mother's Children Have A Hard Time
1928,TRJLNHE128F426D6C3,Blind Willie Johnson,If I Had My Way I'd Tear The Building Down
1928,TROCOHZ12903CE7075,Blind Willie Johnson,Mother's Children Have A Hard Time
1928,TRXWWGC12903CDDEA1,Blind Willie Johnson,It's Nobody's Fault But Mine
1928,TRYZQDE128F426D63F,Blind Willie Johnson,It's Nobody's Fault But Mine
1928,TRFLSMH12903CE7130,Blind Willie McTell,Three Women Blues
1928,TRVQNFB12903CEC8AA,Blind Willie McTell,Statesboro Blues
1928,TROOIKH12903CC6109,Blind Willie McTell,Dark Night Blues
1928,TRYLWGN128F4289384,Blind Willie McTell,Loving Talking Blues
1928,TRMXKQN12903CE6FB9,Cannon's Jug Stompers,Madison Street Rag
1928,TRBLCCK12903CEC388,Cannon's Jug Stompers,Minglewood Blues
1928,TRQASVD12903D12C66,Cow Cow Davenport,State Street Jive
1928,TRLRZVE128F92FD4B5,Cow Cow Davenport,Cow Cow Blues
1928,TRJWCBR128F9319884,Cow Cow Davenport,Cow Cow Blues
1928,TRSOTGL128F9309508,Cow Cow Davenport,Cow Cow Blues
1928,TRDJXRI12903D12C63,Cow Cow Davenport,Cow Cow Blues
1928,TRMYWCM128F92D88AD,Duke Ellington & His Orchestra,Jubilee Stomp
1928,TRCBGLB12903CF7668,Duke Ellington & His Orchestra,Hot And Bothered
1928,TRSEZMU128F426A496,Duke Ellington & His Orchestra,The Mooche
1928,TRWLEIO128F422A93D,Frank Stokes,Bedtime Blues
1928,TRIMAMX128F421DC6E,Frank Stokes,Downtown Blues
1928,TRTVHIN12903CECAC2,Frank Stokes,Downtown Blues
1928,TRSKHFS128F421DC73,Frank Stokes,Bedtime Blues
1928,TRMSWMG128F933E69D,Furry Lewis,Cannonball Blues
1928,TRRZHUE128F933E69F,Furry Lewis,Everybody's Blues
1928,TRZCMFI128F933E6A8,Furry Lewis,Kassie Jones (Part 2)
1928,TRSQFHI128F933E6A7,Furry Lewis,Kassie Jones (Part 1)
1928,TRVNEVU128F933E6A9,Furry Lewis,Mean Old Bed Bug Blues
1928,TRVOVTL128F933E6A1,Furry Lewis,Good Looking Girl Blues
1928,TROBLKO128F933E6A6,Furry Lewis,Judge Harsh Blues  (Alternate take)
1928,TRKCWCN128F933E6AD,Furry Lewis,Rock Island Blues
1928,TRLWWMN128F92FD469,Gus Cannon's Jug Stompers,Minglewood Blues
1928,TRMUXQE128F426D9E7,Lonnie Johnson,Careless Love
1928,TRCKPHG128F427DF00,Lonnie Johnson,Blue Ghost Blues
1928,TRPWALR128F42801FD,Lonnie Johnson,Way Down That Lonesome Road
1928,TRXCXQM128F934A6EC,Lonnie Johnson,Life Saver Blues
1928,TRFUJIZ12903CFB154,Louis Armstrong,Hotter Than That
1928,TRZHCLL128F427F87D,Memphis Jug Band,Evergreen Money Blues
1928,TRKMGBF128F92E3A34,Memphis Jug Band,Sugar Pudding
1928,TRXOCNX128F92CA206,Mississippi John Hurt,Nobody's Dirty Business
1928,TRYTYOV128F4280D1F,Papa Charlie Jackson,Ash Tray Blues
1928,TRTVXLR128F423F8E8,The Memphis Jug Band,Lindberg Hop
1929,TRGIISJ12903CEC992,Annette Hanshaw,I Have To Have You
1929,TRZFMWS128F426C169,Bessie Smith,Don't Cry Baby
1929,TRPJNKI128F93401BE,Bessie Smith,Nobody Knows You When You're Down And Out
1929,TRLJGBI128F935F361,Bessie Smith,Nobody Knows You When You're Down And Out
1929,TRKWIWK128F426BB63,Bessie Smith,He's Got Me Goin'
1929,TRWQZIM12903CECB86,Bessie Tucker,Penitentiary
1929,TRPSLPT128F4280360,Bessie Tucker,Old Black Mary
1929,TRKMNGI128F428031A,Bessie Tucker,Bessie's Moan
1929,TRMMLGQ128F427F900,Blind Blake,Keep It Home
1929,TRMUAFE128F424AE2D,Blind Blake,Keep It Home
1929,TRIVDOK128F427F8E9,Blind Blake,Diddie Wa Diddie
1929,TRNZYKB128F424AE2E,Blind Blake,Keep It Home
1929,TRJFPDU128F427F905,Blind Blake,Sweet Jivin' Mama
1929,TRUDNZU12903CAF55B,Blind Lemon Jefferson,Pneumonia Blues
1929,TRECVRB128F428AB45,Blind Lemon Jefferson,Pneumonia Blues
1929,TRUOSVX12903CEC905,Blind Willie McTell,Drive Away Blues
1929,TRJYEYP12903CE71F7,Blind Willie McTell,Drive Away Blues
1929,TRKVUJW128F421EE29,Blind Willie McTell,Love Changing Blues
1929,TRMCUFY12903CE6907,Cannon's Jug Stompers,Walk Right In
1929,TRGEGFJ12903C971CE,Cannon's Jug Stompers,Walk Right In
1929,TRHAIHX12903CE6FB6,Cannon's Jug Stompers,Noah's Blues
1929,TRTQZFS12903CE6FB5,Cannon's Jug Stompers,Walk Right In
1929,TRLITLF12903CE6FC2,Cannon's Jug Stompers,Ripley Blues
1929,TRWXAWU12903CE68F7,Charley Patton,A Spoonful Blues
1929,TRRCAGX128F4240C14,Charley Patton,Tom Rushen Blues
1929,TRREOOE128F935ADFC,Charley Patton,Down The Dirt Road Blues
1929,TRBRGVB128F4240C12,Charley Patton,Pea Vine Blues
1929,TRZFLTW128F426E881,Charley Patton,Screamin' And Hollerin' The Blues
1929,TRAYUWU128F423F66D,Charley Patton,Mississippi Boweavil Blues
1929,TRNNLCQ128F426E87E,Charley Patton,Down The Dirt Road Blues
1929,TRTMKWN128F4240C16,Charley Patton,A Spoonful Blues
1929,TRSYTRQ128F4240C0D,Charley Patton,Pony Blues
1929,TRYVDMK128F426E87C,Charley Patton,Pony Blues
1929,TRXFZTZ128F9326045,Charlie Patton,Tom Rushen Blues
1929,TRXBNOY128F930C8C8,Clarence Ashley,Little Sadie
1929,TRWFLRJ12903D0D603,Fats Waller,Ain't Misbehavin'
1929,TRWNJPR128F93322A9,Fats Waller,Ain't misbehavin'
1929,TRWUXIP128F9318404,Fats Waller,Ain't Misbehavin'
1929,TRZRWYC128F92FCD17,Fats Waller,Ain't Misbehavin'
1929,TRLFPBR128F422A943,Frank Stokes,I Got Mine
1929,TRJZSIG128F422A949,Frank Stokes,How Long
1929,TRVMHDA128F421DC6B,Frank Stokes,I Got Mine
1929,TRORTWK128F421DC6F,Frank Stokes,How Long
1929,TROEICP12903CF1DFF,Frankie "Half Pint" Jaxon,Jive Man Blues
1929,TROBVRC128F429FFD9,Frankie 'Half-Pint' Jaxon,Jive Man Blues
1929,TRFRQSW128F92EF94E,Frédéric Meinders,Ain't Misbehavin'
1929,TRWXLLW128F42BCDC3,Furry Lewis,Judge Harsh Blues
1929,TRGWINV128F933E6AC,Furry Lewis,Mistreatin' Mamma
1929,TRFLOTW12903CDBE08,Furry Lewis,I Will Turn Your Money Green
1929,TRYXXDJ128F931215F,Furry Lewis,I Will Turn Your Money Green
1929,TRQNEOQ128F92FD48E,Hambone Willie Newbern,Roll and Tumble Blues
1929,TRKISFG128F92E3742,Hambone Willie Newbern,Roll and Tumble Blues
1929,TRBSEJX128F428859D,Leadbelly & Friends,Pea Vine Blues
1929,TRRNYPY128F42801B1,Lonnie Johnson,Low Land Moan
1929,TRDYLLX128F422ABBC,Mary Johnson,Muddy Creek Blues
1929,TRKCLJY128F422ABBD,Mary Johnson,Room Rent Blues
1929,TRHCQTQ12903CE608A,Memphis Jug Band,Memphis Yo Yo Blues
1929,TRCBOWI12903CCC4A3,Memphis Jug Band,Memphis Yo Yo Blues
1929,TRZVQIB12903CC610F,Memphis Jug Band,On the Road Again
1929,TRIFULC12903CCC48E,Memphis Jug Band,On The Road Again
1929,TRIOSXG128F92E763D,Memphis Jug Band,On The Road Again
1929,TRUJNYR12903CE73D8,Memphis Jug Band,On The Road Again
1929,TREQWQM128F92F339A,Memphis Jug Band,K.C. Moan
1929,TROMOQN128F92E3A36,Memphis Jug Band,On The Road Again
1929,TRKPTJY128F92E3A49,Memphis Jug Band,K.C. Moan
1929,TREIFZE128F426AE2B,Nelstone´s Hawaiians,Just Because
1929,TRWYJSC128F4280D83,Papa Charlie Jackson,Jungle Man Blues
1929,TRTMMEI128F4280D87,Papa Charlie Jackson,Corn Liquor Blues
1929,TRDKWAY128F4280DA8,Papa Charlie Jackson,Tailor Made Lover
1929,TRKOWEK128F4280D90,Papa Charlie Jackson,Baby Please Loan Me Your Heart
1929,TRAJIFW12903C9526E,Pine Top Smith,Pine Top's Boogie Woogie
1929,TRNXUVN12903C96A2A,Pine Top Smith,Pine Top Blues
1929,TRULVKW12903CB1CBB,Pine Top Smith,Pine Top's Boogie Woogie
1929,TRJMMKE12903C95289,Pine Top Smith,Pine Top Blues
1929,TRVZZOQ128F93094CC,Pine Top Smith,Pine Top's Boogie Woogie
1929,TRQMKDZ128F9309AE4,Robert Wilkins,That's No Way To Get Along
1929,TRJKPFS12903C971C3,Robert Wilkins,That's No Way To Get Along
1929,TRVQNOO12903CEF3AA,Robert Wilkins,That's No Way To Get Along
1929,TROSFNQ12903CE6900,Robert Wilkins,That's No Way To Get Along
1929,TRCWUOC128F93408E7,Roosevelt Sykes,Henry Ford Blues
1929,TROMKWX128F92F86E3,Roosevelt Sykes,Boot That Thing
1929,TRNYOVP128F4280497,Tampa Red,Dying Mercy Blues
1929,TRJPTYK128F423F8E6,The Memphis Jug Band,On The Road Again
1929,TROXBZX128F423F8F0,The Memphis Jug Band,K.C. Moan
1929,TRMIESM128F427E0C0,Tommy Johnson,Big Fat Mama Blues
1929,TRMTOAK128F930C8D1,Tommy Johnson,Canned Heat Blues
1929,TRWTEUU128F427E0BD,Tommy Johnson,Canned Heat Blues
1929,TRRHMRE12903CE73EE,Tommy Johnson,Big Fat Mama Blues
1929,TRAMOXH128F4259815,Tommy Johnson,Canned heat blues
1929,TRAJEBH12903CE73F4,Tommy Johnson,Canned Heat Blues
1929,TRLOYYP128F428948F,Tommy Johnson,Canned Heat Blues
1929,TROBGSW128F9306BF8,Tommy Johnson,Canned Heat Blues
1929,TRXWLFZ128F92D2B1A,Tommy Johnson,Canned Heat Blues
1930,TRQYLQY12903CE5E28,Big Bill Broonzy,Skoodle Do Do
1930,TRUSWHY12903CF3810,Big Bill Broonzy,I Can't Be Satisfied
1930,TRDFFXD12903CE5DF5,Big Bill Broonzy,I Can't Be Satisfied
1930,TRHJEJZ128F427ED1A,Bukka White,I Am In The Heavenly Way
1930,TREQLPV12903CE73EF,Bukka White,I Am in the Heavenly Way
1930,TRUNHFN128F42271F0,Casa Loma Orchestra,On the Sunny Side of the Street
1930,TREDREE128F42271ED,Casa Loma Orchestra,Exactly Like You
1930,TRDYNFS128F42271EF,Casa Loma Orchestra,Leave It That Way
1930,TROQDDT128F42271E6,Casa Loma Orchestra,Anytime's the Time to Fall in Love
1930,TRHRZSQ128F42467E3,Charley Patton,Going To Move To Alabama
1930,TRQLBJB128F4240C20,Charley Patton,Going To Move To Alabama
1930,TRZJALH128F4246803,Charley Patton,Moon Going Down
1930,TRACMPZ12903CF150B,Charley Patton,Moon Going Down
1930,TRLIZXK128F422A92D,Charley Patton,Moon Going Down
1930,TRXZHSA128F426E8C3,Charley Patton,Moon Going Down
1930,TRKDPDN128F429F3FD,Charley Patton,When Your Way Gets Dark
1930,TRVDFVF128F932603E,Charlie Patton,Moon Going Down
1930,TROPTYS128F9326047,Charlie Patton,When Your Way Gets Dark
1930,TRNQWRH128F422A9B1,Leroy Carr,Four Day Rider
1930,TRGVUZO128F930C8DB,Little Hat Jones,Kentucky Blues
1930,TRVIZLB128F92E5600,Little Hat Jones,Bye Bye Baby Blues
1930,TRAHZUK128F424BF7E,Louis Armstrong,Rockin' Chair
1930,TRHXSKR128F4267B86,Louis Armstrong & His Orchestra,Rockin' Chair
1930,TRWGSYD12903CEC349,Memphis Jug Band,Cocaine Habit Blues
1930,TRIDIED128F92E7648,Memphis Jug Band,Cocaine Habit Blues
1930,TRRHGKY128F92E7970,Memphis Minnie,I'm Talking About You
1930,TRFZAFH128F92E7973,Memphis Minnie,Bumble Bee
1930,TRVXYEY128F4280B69,Memphis Minnie,Bumble Bee
1930,TRHELZA128F92E3851,Mississippi Sheiks,Sitting On Top Of The World
1930,TRCEHNJ128F92E3842,Mississippi Sheiks,Stop And Listen Blues
1930,TRNADYX128F42699DF,Mississippi Sheiks,Sitting On Top Of The World
1930,TRNJFDN128F93052A8,Mississippi Sheiks,Sitting On Top Of The World
1930,TRVVAAM128F92F2881,Mississippi Sheiks,Sitting On Top Of The World
1930,TRHGIVJ128F93151DB,Sleepy John Estes,Street Car Blues
1930,TRRKUMV128F9300330,Sleepy John Estes,Milk Cow Blues
1930,TRAFMDA128F4224347,Sleepy John Estes,Street Car Blues
1930,TRPVPZV128F4224346,Sleepy John Estes,Milk Cow Blues
1930,TRNXIRP12903CE5A1F,Special EFX,Bye Bye Baby Blues
1930,TRNWZFM128F428056B,Tampa Red,You Rascal You
1930,TRJONKR128F428056F,Tampa Red,Bear Cat's Kitten
1931,TRISTAT12903CFCBA1,Bessie Smith,Safety Mama
1931,TRCRVQC128F4272F52,Boswell Sisters,When I Take My Sugar To Tea
1931,TRCAGFV128F4280BCD,Bukka White,The New 'Frisco Train
1931,TRPHNCH12903C943F9,Bukka White,The Panama Limited
1931,TRTALIX128F4280BCF,Bukka White,The Panama Limited
1931,TRYOANF128F427ED18,Bukka White,The New 'Frisco Train
1931,TRMQIVO128F422A92B,Charley Patton,Dry Well Blues
1931,TRFAOSA128F422A92E,Charley Patton,Bird Nest Bound
1931,TRJZJWG128F426E8B3,Charley Patton,Bird Nest Bound
1931,TRMFMAE128F4261D15,Skip James,Special Rider Blues
1931,TRMXUVK128F930CE32,Skip James,Cypress Grove Blues
1931,TRWRIBT128F93454CD,Skip James,Special Rider Blues
1931,TRWDEOJ128F93454CC,Skip James,I'M So Glad
1931,TRHFVWA128F427E158,Skip James,I'm So Glad
1931,TRCYBTD12903CF37BD,Skip James,Devil Got My Woman
1931,TRRDSTH12903CF37F7,Skip James,Devil Got My Woman
1931,TRBGNWJ12903CF150C,Skip James,Devil Got My Woman
1931,TRQAFLV128F427E14E,Skip James,Cypress Grove Blues
1931,TRZDQIY128F93454C2,Skip James,Cypress Grove Blues
1931,TRAKXCH128F427E14D,Skip James,Devil Got My Woman
1931,TRNLUIK128F4261D02,Skip James,Cypress Grove Blues
1931,TRPNIKB12903CE690B,Skip James,I'm So Glad
1931,TRUXFMP128F9349C8C,Skip James,Devil Got My Woman
1931,TRLHJSB128F930CE37,Skip James,Devil Got My Woman
1931,TRJVVRK128F4261D01,Skip James,Devil Got My Woman
1931,TRVIVBP12903CEDF10,Skip James,Special Rider Blues
1931,TRDBOBI12903CF14EC,Skip James,I'm So Glad
1931,TRXRCIP128F427E159,Skip James,Special Rider Blues
1931,TRXBTVP128F932E657,Skip James,Devil Got My Woman
1931,TRXFDCH128F9332492,Skip James,Cypress Grove Blues
1931,TRYJMYK12903CEBF7D,Skip James,I'm So Glad
1931,TRYSOBR128F9332484,Skip James,Devil Got My Woman
1931,TRWWSRH128F4280585,Tampa Red,Bumble Bee Blues
1931,TRRAYJG128F4280594,Tampa Red,Stop And Listen Blues
1931,TRZGLQI128F428058C,Tampa Red,Georgia Hound Blues
1932,TRKUQPR128F427F944,Blind Blake,Champagne Charlie Is My Name
1932,TRFPUZK128F428938C,Blind Willie McTell,Searching the Desert for the Blues
1932,TRNFCYE128F92CA27E,Blind Willie McTell,Searching The Desert For The Blues
1932,TREKKYO12903CB0F4A,Blind Willie McTell,Rollin' Mama Blues
1932,TROHBNM128F42BBA0A,Duke Ellington & His Orchestra,It Don't Mean A Thing (If It Ain't Got That Swing)
1932,TRMOGYJ128F930B7DA,Peetie Wheatstraw,Police Station Blues
1932,TRSQWUV128F429FC3A,Peetie Wheatstraw,All Alone Blues
1932,TRGZLKA128F9359961,Tampa Red,Western Bound Blues
1932,TRBTJBU128F42806AE,Tampa Red,You Can't Get That Stuff No More
1932,TRPDHCE128F42806B4,Tampa Red,Turpentine Blues
1932,TRXNJOE128F42806B1,Tampa Red,Things 'Bout Coming My Way No. 2
1933,TRJVUGM128F9336A17,Bessie Smith,Take Me For A Buggy Ride
1933,TRGJHUQ128F92FEF7E,Ethel Waters,Stormy Weather
1933,TRBQXSV12903D0EBBC,Ethel Waters,Love Is the Thing
1933,TRFQBZA12903C95E20,Ethel Waters,Stormy Weather
1933,TRLSIUT128F4280303,Lonnie Johnson,I'm Nuts About That Gal
1933,TRDBHZC128F933BDE1,Memphis Minnie,Where Is My Good Man
1934,TRRUFQA128F934A70C,Big Bill Broonzy,Long Tall Mama
1934,TRTFRJQ128F4224481,Big Bill Broonzy,Hard Headed Woman
1934,TRGRDCS128F426E8D2,Charley Patton,Poor Me
1934,TRBJKUQ128F426E8D1,Charley Patton,Love My Stuff
1934,TRPAFTU128F42929B3,Charley Patton,Poor Me
1934,TRPUDAD128F422A92F,Charley Patton,Jersey Bull Blues
1934,TRLWKRW128F422A939,Charley Patton,Poor Me
1934,TRJQDNJ128F426E8CE,Charley Patton,Jersey Bull Blues
1934,TRDXVNB12903CF14FF,Charley Patton,34 Blues
1934,TRXFPMX128F422A934,Charley Patton,34 Blues
1934,TRAPTGG128F9326020,Charlie Patton,34 Blues
1934,TRUKXKZ128F9326036,Charlie Patton,Love My Stuff
1934,TRMUXKM128F930DDC0,Chick Webb & His Orchestra,Don't Be That Way
1934,TRPMXWV128F931BC44,Chick Webb & His Orchestra,Don't Be That Way
1934,TRVAYYV128F930DFA9,Chick Webb & His Orchestra,Blue Minor
1934,TRRAZUA128F933E5B9,Duke Ellington & His Orchestra,Solitude
1934,TRYHMDK128F422A100,Duke Ellington & His Orchestra,Solitude
1934,TREEYKR12903CD8FC9,Ella Fitzgerald,Blue Minor
1934,TRWYRVL12903D0EBC3,Ethel Waters,Moonglow
1934,TRPRVRT128F4244569,Jimmie Davis,Easy Rider Blues
1934,TRQZQPG128F930525A,Kokomo Arnold,Milk Cow Blues
1934,TRPFQIS128F92FD4A3,Kokomo Arnold,Milk Cow Blues
1934,TROZOWG128F427FBDF,Kokomo Arnold,Old Original Kokomo Blues
1934,TRYGLKZ128F427FBDB,Kokomo Arnold,Milk Cow Blues
1934,TRFEAGF12903CD4288,Leroy Carr,Mean Mistreater Mama
1934,TRCBRRJ12903D12010,Tampa Red,Black Angel Blues
1934,TRESZZU128F42806D0,Tampa Red,That Stuff Is Here
1934,TROADRE128F429FABB,Tampa Red,Mean Mistreater Blues
1934,TRKOTKO128F42806C7,Tampa Red,You Don't Want Me Blues
1935,TRVCYFH128F4294B5F,Big Bill Broonzy,Keep Your Hands Off Her
1935,TRGLDAR128F421E941,Big Joe Williams,49 Highway Blues
1935,TRCISAE128F9319020,Big Joe Williams,Little Leg Woman
1935,TRBUIIC128F934A46F,Big Joe Williams,Stepfather Blues
1935,TRQPVSK128F9307A08,Big Joe Williams,Somebody's Been Borrowing That Stuff
1935,TREYZEY128F421E946,Big Joe Williams,Wild Cow Blues
1935,TRXEGXE12903CB0DF8,Big Joe Williams,Wild Cow Blues
1935,TRYMDFV128F427DEAE,Big Joe Williams,49 Highway Blues
1935,TRIWEOG128F935F8A2,Blind Boy Fuller,Baby You Gotta Change Your Mind
1935,TRYHSLX128F935F88A,Blind Boy Fuller,Somebody's Been Playing With That Thing
1935,TRLKNNU128F930DE1E,Chick Webb & His Orchestra,Down Home Rag
1935,TRCIWDB12903CE930F,Chick Webb And His Orchestra,I'll Chase The Blues Away
1935,TRMAURM128F429F5C3,Leroy Carr,Rocks In My Bed
1935,TRXLKSO128F92CA21B,Memphis Minnie,Joe Louis Strut
1935,TRCOEEM128F4280DD6,Papa Charlie Jackson,If I Got What You Want
1935,TRSMVAF128F930B803,Peetie Wheatstraw,All Night Long Blues
1935,TRCOZTC128F422434E,Sleepy John Estes,Down South Blues
1935,TRBGPAX12903CEC037,Sleepy John Estes,Down South Blues
1935,TRFZRSK128F4224355,Sleepy John Estes,Drop Down Mama
1935,TRAUCPI128F4224350,Sleepy John Estes,Stop That Thing
1935,TRDHBNJ12903CEEF2F,Sleepy John Estes,Down South Blues
1935,TRKYOZL128F9321039,Sleepy John Estes,Drop Down Mama
1935,TROPIBX128F424B689,Sleepy John Estes & John Henry Barbee,Stop That Thing
1935,TREAVFK128F9359997,Tampa Red,Stockyard Fire
1936,TRBOGEP12903CF3814,Big Bill Broonzy,Good Liquor Gonna Carry Me Down
1936,TRRYPIF128F426F65A,Big Joe Williams,Worried Man blues
1936,TRXGOZK128F427DEB2,Big Joe Williams,Stack O' Dollars
1936,TRCOJBT128F9306EC6,Billie Holiday,Summertime
1936,TRUWTCO128F931FCB5,Billie Holiday,Billie's Blues
1936,TRBTWLV128F92D85DD,Bing Crosby,Pennies From Heaven
1936,TREIUQB12903CBCF0A,Bing Crosby,Pennies From Heaven
1936,TRKIDHY128F4231FCF,Bing Crosby,Pennies From Heaven
