year, track_id, track_artist, track_name
1960,TRTHFXG128E078D1FB,Charles Mingus,My Jelly Roll Soul (Alternative  Version)
1960,TRTPYVP128F4273790,Charles Mingus,Song With Orange
1960,TRLTFWC12903CD49DF,Charles Mingus,Wednesday Night Prayer Meeting
1960,TRJJRMV128F4273792,Charles Mingus,New Now Know How
1960,TRORCUV12903CDCA9D,Charles Mingus,Cryin' Blues
1960,TRXCKOY128E078D1F6,Charles Mingus,Tensions (LP Version)
1960,TRMJSDS128F423D58A,Charles Mingus / John LaPorta,Stormy Weather
1960,TRADAUR128F9351B94,Charlie Mingus,Stormy Weather
1960,TREWFWO12903CCCED8,Chet Atkins,Boo Boo Stick Beat
1960,TRCVKUZ12903CB4DE0,Chubby Checker,The Twist
1960,TREGYWM12903CEBAA0,Chubby Checker,The Twist
1960,TREZNBI128F92FDFAB,Chubby Checker,The Twist
1960,TRVXMJM128F429D858,Chubby Checker,Toot
1960,TRDZURV12903CEB8F9,Chubby Checker,The Twist
1960,TRHPFKN128F4271255,Chuck Berry,Too Pooped To Pop
1960,TRISHUB128F1456A67,Chuck Berry,I Got To Find My Baby
1960,TRTNEKF128F148BDD2,Chuck Berry,Broken Arrow
1960,TRGEIEZ128F92F9BE3,Cliff Richard & The Shadows,She's Gone (Mono) (1998 Digital Remaster)
1960,TRAVBSG128F92F9BE0,Cliff Richard & The Shadows,You And I (Mono) (1998 Digital Remaster)
1960,TRXTMTL128F92F9BE7,Cliff Richard & The Shadows,Choppin' 'n' Changin' (Mono) (1998 Digital Remaster)
1960,TRKRMTD128F145D521,Cliff Richard And The Shadows,I Love You
1960,TRZGPZS128F423576A,Dave Brubeck,Ballade
1960,TRDHTDS128F4235768,Dave Brubeck,Soliloquy
1960,TRXATFD128F4235766,Dave Brubeck,The Piper
1960,TRJCBGS128F14689B3,Dean Martin,I've Grown Accustomed To Her Face
1960,TRIXPGO128F935250B,Dick Haymes,That's for Me
1960,TRPNCQA12903CAA455,Dick Haymes,That's for Me
1960,TRWMHGH128F4291F7C,Don Gibson,Sweet Dreams
1960,TRGEEEW128F92E9DCA,Don Gibson,Sweet Dreams
1960,TRHBSZV128EF34F8B5,Don Gibson,Sweet Dreams
1960,TRFTZKX128F931163E,Don Gibson,Sweet Dreams
1960,TRZAAXS128F9330912,Don Gibson,Sweet Dreams
1960,TRAQVCT12903CD7F32,Don Gibson,Release Me
1960,TRSDQWK12903CD7EF5,Don Gibson,You Win Again
1960,TRPHFLH128E0789628,Eddie Cochran,Lonely
1960,TRHMMDW12903CC95F2,Ella Fitzgerald,White Christmas
1960,TRHQJFL128F92DEB92,Ella Fitzgerald,Sleigh Ride
1960,TRYGXVS12903C9E15C,Ella Fitzgerald,Stairway To The Stars
1960,TRHBVXT128F930836B,Ella Fitzgerald / Louis Armstrong / Ray Brown / Herb Ellis / Oscar Peterson / Buddy Rich,Moonlight In Vermont
1960,TRMXRQL12903C9D2C8,Elmore James,Standing At The Crossroads
1960,TRWIKKO12903CB56E0,Elmore James,Held My Baby Last Night
1960,TRGVQWT128F9348E4E,Elmore James,Standing At The Crossroads
1960,TRZIFRL128F93138B4,Elmore James,Standing At The Crossroads
1960,TRPNPCI12903C95A5B,Elmore James,Happy Home
1960,TRPEOZC128F4291E51,Elmore James,Sunnyland
1960,TRTECTP128F932C81D,Elmore James,The Sky Is Crying
1960,TRVUTUU12903CD46E5,Elmore James,Dust My Blues
1960,TRMEPOY128F4293449,Elvis Presley,Such A Night
1960,TRCETIM12903CF7CAC,Elvis Presley,Such A Night
1960,TRFLPXO128F428F5A7,Elvis Presley,Tonight Is So Right For Love
1960,TRQFDVL128F42886A6,Elvis Presley,Known Only To Him
1960,TRNVJYK128F428C0AB,Elvis Presley,Pocketful Of Rainbows
1960,TRPKBDR128F42A338C,Elvis Presley,If We Never Meet Again
1960,TRUJXDP128F428A10F,Elvis Presley,If We Never Meet Again
1960,TRHVLQV128F4289642,Elvis Presley & The Jordanaires,It's Now Or Never
1960,TRMSGFD128F4233F1A,Eric Dolphy,Reincarnation Of A Love Bird (Take 1)
1960,TRMCOIB128E078F56C,Etta James,My Dearest Darling
1960,TRCFPJF128F428A872,Etta James,I Just Want To Make Love To You
1960,TRBFTHL128C7196B42,Etta James,My Dearest Darling
1960,TRBUCIY128F422B984,Etta James,At Last
1960,TRLBPLO128E078987F,Etta James,At Last
1960,TRSRGZB128E078F56B,Etta James,Anything To Say You're Mine
1960,TRXZFKE128F428A8F2,Etta James,At Last
1960,TRCCXGI128F92FCFEF,Etta Jones,All The Way
1960,TRIPMCH128F92FCFE6,Etta Jones,Fine And Mellow
1960,TRNZFGV128F92FCFEC,Etta Jones,Something to remember you by
1960,TRNDHUJ128F92FCFEB,Etta Jones,On The Street Where You Live
1960,TRSALBU128F92FCFE3,Etta Jones,Don't Go To Strangers
1960,TROCESW128F92FCFE5,Etta Jones,I Love Paris
1960,TRJEWUK128F14602C1,Fats Domino,Walking To New Orleans
1960,TRMBXMA128F92FBC29,Ferlin Husky,Wings Of A Dove
1960,TRMBLAM128F4291DA8,Floyd Cramer,Midnight
1960,TRWDMFT128F4291DB7,Floyd Cramer,Tricky
1960,TRFYAQC128F4291DB5,Floyd Cramer,Yesterdays
1960,TRZNKEO128F4291D8E,Floyd Cramer,The Swingin' Shepherd Blues
1960,TRORBUQ128F4291D98,Floyd Cramer,Stormy Weather
1960,TRYZYKL128F4291DB2,Floyd Cramer,The Lonesome Road
1960,TRAPWCY12903CCF30D,Frank Sinatra,The Coffee Song
1960,TRUSQYS128F14616D1,Frank Sinatra,Embraceable You (1999 Digital Remaster)
1960,TRJLMMG128F931881E,Frank Sinatra,I've Got a Crush on You
1960,TRCFBMN128F42515D6,Freddie King,Have You Ever Loved A Woman
1960,TRRQZFT128F424A4EA,Freddie King,Have You Ever Loved A Woman
1960,TRAJHHE128F146815C,Freddie King,Hide Away
1960,TRTFYFC128F1477ACC,Freddie King,Have You Ever Loved A Woman
1960,TRLMNCZ12903CBC922,Freddy Cannon,The Urge
1960,TROVCAS12903CBC91D,Freddy Cannon,Jump Over
1960,TRVZYZT128F92F1809,Gary U.S. Bonds,New Orleans
1960,TRGHTEW12903CFAAA2,Hank Locklin,It's a Little More Like Heaven
1960,TRHZFOD128F9320C53,Hank Locklin,It's A Little More Like Heaven
1960,TRHAKLN128F4285373,Hank Locklin,Send Me The Pillow You Dream On
1960,TRIMBXL12903C971E3,Hank Locklin,It's A Little More Like Heaven
1960,TRAPBPP128F92F07BF,Hank Locklin,Send Me The Pillow You Dream On
1960,TRNVKON12903CA91E4,Hank Locklin,Send Me the Pillow You Dream On
1960,TRPXDUF128F42706B0,Hank Locklin,Send Me The Pillow You Dream On
1960,TROMBFR12903CAABFA,Hank Locklin,Send Me The Pillow You Dream On
1960,TROVPPK12903CC796A,Hank Locklin,It's A Little More Like Heaven
1960,TRKYDDU128F4285374,Hank Locklin,It's A Little More Like Heaven
1960,TRBNJLZ128F429BD8B,Hank Thompson,Rockin' In The Congo
1960,TRFEOCO128F429BD88,Hank Thompson,I Was The First One
1960,TRUPHUQ128F429BD87,Hank Thompson,We've Gone Too Far
1960,TRLDPXH128F429FB12,Hank Thompson,We've Gone Too Far
1960,TRSMWBX12903D01FE9,Hank Thompson,Squaws Along the Yukon
1960,TRKPQYU12903D031FA,Hank Thompson,Wake Up Irene
1960,TRYLYTL128F429FB0F,Hank Thompson,Breakin' The Rules
1960,TRFRDRF128F92FDFC0,Hollywood Argyles,Alley Oop
1960,TROABVH128F9349291,Howlin Wolf,Spoonful
1960,TRWUMRA128F92FB7C6,Howlin' Wolf,Spoonful
1960,TROVFFG128F148CECB,Howlin' Wolf,Spoonful
1960,TRGDSEQ128F9314176,JERRY WALLACE,You're Singing Our Love Song To Somebody Else
1960,TRSUVIB128F931417D,JERRY WALLACE,King Of The Mountain
1960,TRMIBWG12903CDC67B,JOHN COLTRANE,Cousin Mary
1960,TRWSODP128E078D236,JOHN COLTRANE,26-2 (LP Version)
1960,TRFQKFH128E078D235,JOHN COLTRANE,Satellite (LP Version)
1960,TRQLAZQ12903CDC677,JOHN COLTRANE,Giant Steps
1960,TRLHYIG128E078D22D,JOHN COLTRANE,The Night Has A Thousand Eyes (LP Version)
1960,TRVPXXD12903CDC671,JOHN COLTRANE,Naima
1960,TRVKMDH128E078D1E4,JOHN COLTRANE,Countdown (LP Version)
1960,TRVYIBV12903CDC684,JOHN COLTRANE,Countdown
1960,TRDNKCZ128E078D230,JOHN COLTRANE,Liberia (LP Version)
1960,TROVFDI128F935307E,JOHN COLTRANE,Naima
1960,TRXFZSP128F933D3BC,JOHN COLTRANE,Naima
1960,TRXEIYM128E078D1DB,JOHN COLTRANE,Countdown (LP Version)
1960,TRWVCLV128F92FEA56,Jackson Do Pandeiro,O Canto Da Ema
1960,TRPQROC128F92F8BF5,Jackson Do Pandeiro,O Canto Da Ema
1960,TRJILUW128F92F8BFF,Jackson Do Pandeiro,Sebastiana
1960,TRYBKGH128F145618F,Jacques Brel,Le Moribond
1960,TRULDJD12903CF58BD,Jay McShann_ Jimmy Witherspoon,Ain't Nobody's Business
1960,TRRRIFG128F4232AF6,Jerry Butler,He Will Break Your Heart
1960,TRFPPSY128F9326173,Jerry Butler,He Will Break Your Heart
1960,TRAGVTG128F92FE9E2,Jerry Butler,He Will Break Your Heart
1960,TRPOHCH128F1491569,Jerry Butler,He Will Break Your Heart
1960,TRXEPKA128F4224724,Jerry Butler,He Will Break Your Heart
1960,TRWQLBA128F422475B,Jimmy Reed,I'm Nervous
1960,TRWSWFL128F4263FFD,Jimmy Reed,Found Love
1960,TRHXDVN128F4224754,Jimmy Reed,Found Love
1960,TRCWJWK128F932C815,Jimmy Reed,Big Boss Man
1960,TRIPSPV128F4224758,Jimmy Reed,Big Boss Man
1960,TRTZWZK12903CDB97E,Jimmy Reed,I Was So Wrong
1960,TRLYGIE128F92C9851,Jimmy Reed,Big Boss Man - Original
1960,TRYLEHL12903CDB980,Jimmy Reed,Where Can You Be
1960,TRMWDGP128F93153F9,Jimmy Witherspoon,Trouble In Mind
1960,TRQJZHB128F92FA42D,Jimmy Witherspoon,Ain't Nobody's Business
1960,TRUQRFP128F4254326,Jimmy Witherspoon,Everyday
1960,TREMJHB128F931539E,Jimmy Witherspoon,C.C. Rider
1960,TREUMON128F93153A0,Jimmy Witherspoon,Roll 'Em Pete
1960,TRJLRVQ128F92FB80E,Jimmy Witherspoon,Ain't Nobody's Business
1960,TRSRWKG128F92E15CC,Jimmy Witherspoon,Ain't Nobody's Business
1960,TRVZFQM128F92D064F,Jimmy Witherspoon,Ain't Nobody's Business
1960,TROSHSF128F4254324,Jimmy Witherspoon,Roll 'Em Pete
1960,TROXIQT128F93153EC,Jimmy Witherspoon,Good Rockin' Tonight
1960,TRWHFYD128F92FBAE3,Joan Baez,Mary Hamilton
1960,TRHEOXF128F92F9D2C,Joan Baez,Little Moses
1960,TRCRFZP12903CF36F0,Joan Baez,John Riley
1960,TRQLXDF128F92F9D25,Joan Baez,Wildwood Flower
1960,TRIJCMY128F92F9D31,Joan Baez,El Preso Numero Nueve
1960,TRVCRSX128F92F9D1C,Joan Baez,Silver Dagger
1960,TRKEXIG128F92F9D1E,Joan Baez,East Virginia
1960,TRRMLQC12903CD02D4,John D. Loudermilk,Tobacco Road
1960,TRWPGVF128F4224814,John Lee Hooker,I Can't Believe
1960,TRAEJWD128F92FDD32,John Lee Hooker,No Shoes
1960,TRPIGZO128F4263E47,John Lee Hooker,No Shoes
1960,TRSWJLK128F92EBD43,John Lee Hooker,No More Doggin'
1960,TRCNLXE12903CC096A,Johnny Burnette,You're Sixteen
1960,TRCSMEX128F145BE14,Johnny Burnette,You're Sixteen
1960,TRXQMAV128F145D065,Johnny Burnette,You're Sixteen
1960,TRYGGNX128F145BE15,Johnny Burnette,I Beg Your Pardon
1960,TRMBNJH128F42603DF,Johnny Cash,Old Doc Brown
1960,TRWINCB128F936351C,Johnny Cash,Give my Love to Rose
1960,TRGNYEZ12903CCB49E,Johnny Cash,Come in Stranger
1960,TRHMHRB128F42831CC,Johnny Cash,Time Changes Everything
1960,TRHJAGM128F92FBDF7,Johnny Cash,Mean Eyed Cat
1960,TRLUFUI128F42603DD,Johnny Cash,Boss Jack
1960,TRDAUBO128F429F063,Johnny Cash,Give My Love To Rose
1960,TRAIJFX128F92DE671,Johnny Cash;June Carter,Give My Love To Rose
1960,TRWZONW128F92E88D4,Johnny Horton,North To Alaska
1960,TRBJSNJ128F426C20F,Johnny Horton,North To Alaska
1960,TRZNMIV128F4268734,Johnny Horton,The Mansion You Stole
1960,TRAVXEC12903CA228C,Johnny Kidd & The Pirates,Shakin' All Over
1960,TRIEIUL12903D03A9F,Johnny Tillotson,Poetry In Motion
1960,TRTLRNJ12903CF8A4E,Johnny Tillotson,Poetry in Motion
1960,TRVFXLR12903CE9528,Johnny Tillotson,Poetry In Motion
1960,TRMWWMZ128F14A2FBD,João Gilberto,O Pato
1960,TRLOOAW128F1499D83,João Gilberto,Corcovado
1960,TRVPYSB128F1499D82,João Gilberto,Doralice
1960,TRHYNDC128F429405A,Julie London,In The Wee Small Hours Of The Morning
1960,TRBNLKY128F1462CEB,Julie London,You Stepped Out Of A Dream
1960,TRFXEHH128F426A99D,Julie London,Give Me The Simple Life
1960,TRNNSBS128F426A9A2,Julie London,Everything Happens To Me
1960,TRTMZRQ128F426A996,Julie London,By Myself
1960,TRVSNMV128F145D5AA,Julie London,You'd Be So Nice To Come Home To
1960,TRVORFK128F426A997,Julie London,The Thrill is Gone
1960,TRXFUVA128F4248174,Julie London,You'd Be So Nice To Come Home To
1960,TRWZCXH128F9325B49,Junior Wells,Come On In This House
1960,TRRUFUU128F42517EF,Junior Wells,Prison Bars All Around Me
1960,TRSBPMQ128F4271ACF,Junior Wells,Little By Little
1960,TRSNAIE128F92D674E,Junior Wells,Little By Little
1960,TRKBUDX128F42517EE,Junior Wells,Come On In This House
1960,TRBPHKY12903CA6619,La Lupe,No me quieras así
1960,TRQVWJU128F14A3512,Laurel Aitken,Boogie In My Bones
1960,TRHVBJO128F428AAB0,Lenny Bruce,The Defiant Ones
1960,TRRLOQA128F428AAB2,Lenny Bruce,The Steve Allen Show
1960,TRQLBKK128F428AAB4,Lenny Bruce,Esther Costello Story
1960,TRACHTT128F428AAB6,Lenny Bruce,My Trip To Miami
1960,TREUALK128F428AAAF,Lenny Bruce,White Collar Drunks
1960,TREUSST128F428AAB8,Lenny Bruce,The Palladium
1960,TREVXLF128F428AAB5,Lenny Bruce,Bronchitis
1960,TRDCEHG128F428AAB1,Lenny Bruce,The Phone Company
1960,TRORIRA128F428AAB7,Lenny Bruce,The Tribunal
1960,TRYLKMP128F428AABA,Lenny Bruce,Our Governors
1960,TRXWUZS128F93272C0,Lenny Dee,Bye Bye Blues
1960,TRLPPJP128E0790F27,Lightnin' Hopkins,Santa Fe Blues
1960,TRDNJBC128F428D5C6,Lightnin' Hopkins,Mister Charlie
1960,TRJMBBJ128F92EBD51,Lightnin' Hopkins / Sonny Terry,Lightnin's Stroke
1960,TRDTMNP128F147C0B6,Lightnin' Hopkins,Bottle It Up And Go (Album Version)
1960,TRBDNRR12903CCA530,Link Wray & The Wraymen,Studio Blues
1960,TRFIMVU12903CCA52C,Link Wray & The Wraymen,Raw-Hide
1960,TRFPPEQ12903CCA547,Link Wray & The Wraymen,Rendezvous
1960,TRARDLU12903CCA533,Link Wray & The Wraymen,Dixie-Doodle
1960,TRTPZWC12903CCA534,Link Wray & The Wraymen,Radar
1960,TRSHRIB12903CCA529,Link Wray & The Wraymen,Slinky
1960,TRHLRPS12903CC5E56,Little Anthony & The Imperials,I'm Still In Love With You
1960,TRHJZOA12903CF4C55,Little Anthony & The Imperials,When You Wish Upon A Star
1960,TRHSCTY128F145D09D,Little Anthony & The Imperials,I'm Alright
1960,TRQENGI12903CF4C54,Little Anthony & The Imperials,I'm Alright
1960,TRYAKJB12903CF4C4F,Little Anthony & The Imperials,A Prayer And A Juke Box
1960,TRIUDOX128F14A563A,Little Anthony and The Imperials,I'm Still In Love With You
1960,TRTLVCP128F14A5639,Little Anthony and The Imperials,When You Wish Upon A Star
1960,TRDKUXP128F14A563F,Little Anthony and The Imperials,So Near And Yet So Far
1960,TRJNBMD128F92D5117,Louis Prima & Keely Smith,Buona Sera
1960,TRZEFVJ128F146AD88,Louis Prima And Keely Smith,That Old Black Magic
1960,TRATONC128F4299381,Louis Prima And Keely Smith,I've Got You Under My Skin
1960,TRRGGCN128F92E3579,Lowell Fulson,Blue Shadows
1960,TRTVJGV128F424A147,Lowell Fulson,Blue Shadows
1960,TRBROTX128F935EB5C,Marv Johnson,I Love The Way You Love
1960,TRNWMQX128F9339D70,Marv Johnson,I Love The Way You Love
1960,TRNAKYE128F92F0A67,Maurice Williams & The Zodiacs,Stay
1960,TRUGUML12903CCDAF5,Maurice Williams & The Zodiacs,Stay
1960,TRESPEC128F933E4BA,Maurice Williams & The Zodiacs,Stay
1960,TRJDQUM128F425C182,Maurice Williams & The Zodiacs,Stay
1960,TRSIDQR12903CF8E44,Maurice Williams & The Zodiacs,Stay
1960,TRVFRAA128F92F0A74,Maurice Williams & The Zodiacs,Do You Believe
1960,TRVSPOF12903CD4C35,Maurice Williams & The Zodiacs,Stay
1960,TROXXLU12903CB8E05,Maurice Williams & The Zodiacs,Stay
1960,TRKBWVZ128F425F757,Maurice Williams & The Zodiacs,Stay
1960,TRSXJSL12903CC9FA4,Maxine Brown,All In My Mind
1960,TRDOJMZ128F424672D,Maxine Brown,All In My Mind
1960,TRYTTNR128F92EF9BC,Maxine Brown,All in My Mind
1960,TRONPHS128F1499E7A,Mel Tormé,Moonlight In Vermont
1960,TRDDEYX12903CEA3E5,Milt Jackson,Blues At Twilight
1960,TRXIXYC12903CB616B,Milt Jackson,Blues At Twilight
1960,TRUXVQK128F428741E,Mississippi Fred McDowell,Drop Down Mama
1960,TRULMQS12903CEBC68,Muddy Waters,I've Got My Mojo Working
1960,TRUJNQV128E078FA7C,Muddy Waters,Tiger In Your Tank
1960,TRLOXQT128F92FB7FF,Muddy Waters,I'm Your Hoochie Coochie Man
1960,TRGMKFH128F931104D,Myriam Makeba,House Of The Rising Sun
1960,TRHIATT128F931104C,Myriam Makeba,Nomeva
1960,TRCYYPH128F9311052,Myriam Makeba,One More Dance
1960,TRFWIYQ128F931104F,Myriam Makeba,Saduva
1960,TRXZGHO128F9311053,Myriam Makeba,Iya Guduza
1960,TRKQPBL128F9311048,Myriam Makeba,The Naughty Little Flea
1960,TRMCGOG12903CDEAF8,Nina Simone,Trouble In Mind
1960,TRHBUOM128F14A8CC4,Nina Simone,You'd Be So Nice To Come Home To (Live Version - Newport Jazz Festival_ June 30_ 1960)
1960,TRFPKMJ128F429950D,Nina Simone,Porgy
1960,TRZYRHW128F14A8CC6,Nina Simone,Nina's Blues (Live Version - Newport Jazz Festival_ June 30_ 1960)
1960,TRGSKEK128F42705AE,Oscar Brown Jr.,Somebody Buy Me A Drink
1960,TRCEBIZ128F1452AEC,Oscar Brown Jr.,But I Was Cool
1960,TRBIJOA128F4270419,Oscar Brown Jr.,Work Song
1960,TRBAFOK128F42734D4,Oscar Brown Jr.,Dat Dere
1960,TRFYUCZ128F42701DF,Oscar Brown Jr.,Brown Baby
1960,TRQOSSO128F427014E,Oscar Brown Jr.,Bid 'Em In
1960,TRIPWJJ128F426F22F,Oscar Brown Jr.,Sleepy
1960,TRIJUAH128F426F097,Oscar Brown Jr.,Humdrum Blues
1960,TRTKKOU128F426E278,Oscar Brown Jr.,Watermelon Man
1960,TREFXAN128F426E27A,Oscar Brown Jr.,Signifyin' Monkey
1960,TROGYTL128F42704E8,Oscar Brown Jr.,But I Was Cool
1960,TRKKPZZ128F42703C1,Oscar Brown Jr.,Rags And Old Iron
1960,TRSXQAZ12903D02F72,Oscar Brown_ Jr.,But I Was Cool
1960,TRHBWQF128F933687C,Paul Anka,You Are My Destiny
1960,TRCNAKS12903D0C3D6,Paul Anka,You Are My Destiny
1960,TRQWDIW12903CD571A,Paul Anka,Crazy Love
1960,TRZWQHU12903CC7A67,Paul Anka,Lonely Boy
1960,TRZFYYM12903CE1A12,Paul Anka,I Love You Baby
1960,TRZDMEJ128F9325B09,Paul Anka,Lonely Boy
1960,TRIMLYM12903CE0509,Paul Anka,Lonely Boy
1960,TRITMCG12903CDFB35,Paul Anka,That's Love
1960,TRLNCGK12903CBA80C,Paul Anka,Lonely Boy
1960,TREKRFQ12903CF4F6F,Paul Anka,I Love You Baby
1960,TRDGPEG12903CFAA7B,Paul Anka,I Love You Baby
1960,TRKYFLX12903CDFB38,Paul Anka,Lonely Boy
1960,TRLBYHM128F426694C,Percy Faith & His Orchestra,Theme for Young Lovers
1960,TRYOQVJ128F426C1B2,Percy Faith & His Orchestra,Theme For Young Lovers
1960,TRHFVSF128EF3476C4,Perez Prado,Patricia
1960,TRJCJQE128F4246CEA,Perez Prado,Patricia
1960,TROYJRJ128F932E0C4,Perez Prado,Cherry Pink And Apple Blossom White
1960,TRIFMIS128F429B35D,Polly Bergen,Autumn Leaves
1960,TRMKOLR128F92FE7E0,Sam Cooke,Wonderful World
1960,TRIRNUE12903D01F99,Sam Cooke,Stealing Kisses
1960,TRPKZZT128F92FE049,Sam Cooke,Summertime
1960,TRUOIRU128F932BCF8,Sam Cooke,I Thank God
1960,TREFWXQ12903CD1AF4,Sam Cooke,Stealing Kisses
1960,TROMNBF128F427D6ED,Sam Cooke,Summertime
1960,TRDDNSR12903D10460,Serge Gainsbourg,L'eau à la bouche
1960,TRXNNED128F92E1923,Shirelles,Dedicated To The One I Love
1960,TRTTCWO128F92FBABB,Staple Singers,Will The Circle Be Unbroken
1960,TRTTSSZ128F42342E2,Staple Singers,So Soon
1960,TRDCCJC128F9341329,The Chad Mitchell Trio,I Do Adore Her
1960,TRQDUXT128F149E9F4,The Chantels,Goodbye To Love
1960,TRLXWCZ128F92E9A85,The Coasters,Shoppin' for clothes
1960,TRWSXEL128F147C7A2,The Drifters,Some Kind Of Wonderful (LP Version)
1960,TRIXEWM128F147C79F,The Drifters,Sweets For My Sweet (LP Version)
1960,TRXBZLX128F9358E12,The Drifters,This Magic Moment
1960,TRMSJGB12903C9C9AF,The Everly Brothers,Sigh_ Cry_ Almost Die
1960,TRQEIZX12903C9C93F,The Everly Brothers,Carol Jane
1960,TRZCOXX12903CE02A1,The Everly Brothers,Lucille
1960,TREGQPZ12903C9C9A7,The Everly Brothers,Made To Love
1960,TRJCQPH12903C9C939,The Everly Brothers,Memories Are Made Of This
1960,TRSWBCO12903C9C941,The Everly Brothers,Nashville Blues
1960,TRHBKIF128F148B6C7,The Flamingos,Mio Amore (LP Version)
1960,TRBAZYE128F148B6CA,The Flamingos,Tell Me How Long (LP Version)
1960,TRBKNCT128F9325BCC,The Flamingos,Nobody Loves Me Like You
1960,TRQHSKJ128F148B6C9,The Flamingos,Sweet And Lovely (LP Version)
1960,TRNITWR12903CB3A07,The Flamingos,Lovers Never Say Goodbye
1960,TRNILBF128F148B6C6,The Flamingos,Heavenly Angel (LP Version)
1960,TRTHDME128F148B6CB,The Flamingos,My Foolish Heart (LP Version)
1960,TRUAIUI128F148B6C2,The Flamingos,Besame Mucho (LP Version)
1960,TRSIUUG128F9325BC4,The Flamingos,In The Still Of The Night
1960,TRVVMKR128F148B6C8,The Flamingos,Maria Elena (LP Version)
1960,TRCMVUL128F92F3148,The Hollywood Argyles,Alley Oop
